NETWORK DATA - Epoca 10000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,005113663375613883 - Tempo Execucao 0,6667018 [s].
NETWORK DATA - Epoca 20000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0018063215359456096 - Tempo Execucao 1,3352509 [s].
NETWORK DATA - Epoca 30000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,001040943131162257 - Tempo Execucao 1,9915669 [s].
NETWORK DATA - Epoca 40000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,000716255515664123 - Tempo Execucao 2,6658935 [s].
NETWORK DATA - Epoca 50000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0005401018033940826 - Tempo Execucao 3,319692 [s].
NETWORK DATA - Epoca 60000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0004306538492342935 - Tempo Execucao 3,9709794 [s].
NETWORK DATA - Epoca 70000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0003565246532649484 - Tempo Execucao 4,620061 [s].
NETWORK DATA - Epoca 80000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0003032224747975689 - Tempo Execucao 5,2711837 [s].
NETWORK DATA - Epoca 90000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00026317503391268417 - Tempo Execucao 5,9187499 [s].
NETWORK DATA - Epoca 100000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00023205721660524828 - Tempo Execucao 6,569244 [s].
NETWORK DATA - Epoca 110000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00020722673200616935 - Tempo Execucao 7,2038776 [s].
NETWORK DATA - Epoca 120000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00018698198787556436 - Tempo Execucao 7,8409146 [s].
NETWORK DATA - Epoca 130000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00017017971262218808 - Tempo Execucao 8,4988793 [s].
NETWORK DATA - Epoca 140000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00015602438556088882 - Tempo Execucao 9,1433288 [s].
NETWORK DATA - Epoca 150000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00014394607856320541 - Tempo Execucao 9,7919382 [s].
NETWORK DATA - Epoca 160000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0001335261379526424 - Tempo Execucao 10,4218519 [s].
NETWORK DATA - Epoca 170000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0001244504099523931 - Tempo Execucao 11,0720943 [s].
NETWORK DATA - Epoca 180000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00011647869873097437 - Tempo Execucao 11,7207762 [s].
NETWORK DATA - Epoca 190000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,0001094243399714918 - Tempo Execucao 12,3748189 [s].
NETWORK DATA - Epoca 200000 - Neuronios 100 - Iteracoes 1000000 - Erro 0,00010314014376244904 - Tempo Execucao 13,0125565 [s].
